S.N.	E	Gam	phi	C	Neu	dil	ExDep	Bfill	Plthk	FAng	Inc	Sp	Len
3445	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.9	1.2
3446	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.9	1.0
3447	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.9	0.8
3448	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.5	1.2
3449	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.5	1.0
3450	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.5	0.8
3451	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.2
3452	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.0
3453	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.7	0.8
3454	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.2
3455	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.0
3456	6500	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.9	0.8
3457	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.2
3458	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.0
3459	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	0.8
3460	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.2
3461	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.0
3462	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	0.8
3463	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.2
3464	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.0
3465	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	0.8
3466	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.2
3467	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.0
3468	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	0.8
3469	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.2
3470	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.0
3471	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	0.8
3472	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.2
3473	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.0
3474	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	0.8
3475	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.2
3476	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.0
3477	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	0.8
3478	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.2
3479	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.0
3480	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	0.8
3481	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.2
3482	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.0
3483	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	0.8
3484	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.2
3485	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.0
3486	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	0.8
3487	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.2
3488	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.0
3489	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	0.8
3490	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.2
3491	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.0
3492	6500	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	0.8
3493	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.2
3494	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.0
3495	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	0.8
3496	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.2
3497	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.0
3498	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	0.8
3499	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.2
3500	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.0
3501	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	0.8
3502	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.2
3503	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.0
3504	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	0.8
3505	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.2
3506	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.0
3507	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	0.8
3508	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.2
3509	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.0
3510	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	0.8
3511	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.2
3512	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.0
3513	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	0.8
3514	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.2
3515	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.0
3516	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	0.8
3517	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.2
3518	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.0
3519	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	0.8
3520	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.2
3521	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.0
3522	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	0.8
3523	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.2
3524	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.0
3525	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	0.8
3526	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.2
3527	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.0
3528	6500	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	0.8
3529	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.2
3530	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.0
3531	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	0.8
3532	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.2
3533	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.0
3534	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	0.8
3535	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.2
3536	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.0
3537	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	0.8
3538	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.2
3539	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.0
3540	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	0.8
3541	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.2
3542	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.0
3543	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	0.8
3544	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.2
3545	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.0
3546	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	0.8
3547	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.2
3548	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.0
3549	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	0.8
3550	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.2
3551	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.0
3552	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	0.8
3553	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.2
3554	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.0
3555	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	0.8
3556	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.2
3557	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.0
3558	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	0.8
3559	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.2
3560	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.0
3561	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	0.8
3562	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.2
3563	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.0
3564	6500	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	0.8
3565	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.2
3566	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.0
3567	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	0.8
3568	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.2
3569	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.0
3570	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	0.8
3571	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.2
3572	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.0
3573	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	0.8
3574	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.2
3575	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.0
3576	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	0.8
3577	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.2
3578	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.0
3579	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	0.8
3580	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.2
3581	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.0
3582	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	0.8
3583	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.2
3584	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.0
3585	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	0.8
3586	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.2
3587	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.0
3588	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	0.8
3589	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.2
3590	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.0
3591	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	0.8
3592	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.2
3593	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.0
3594	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	0.8
3595	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.2
3596	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.0
3597	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	0.8
3598	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.2
3599	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.0
3600	6500	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	0.8
3601	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.2
3602	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.0
3603	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	0.8
3604	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.2
3605	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.0
3606	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	0.8
3607	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.2
3608	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.0
3609	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	0.8
3610	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.2
3611	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.0
3612	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	0.8
3613	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.2
3614	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.0
3615	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	0.8
3616	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.2
3617	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.0
3618	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	0.8
3619	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.2
3620	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.0
3621	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	0.8
3622	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.2
3623	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.0
3624	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	0.8
3625	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.2
3626	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.0
3627	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	0.8
3628	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.2
3629	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.0
3630	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	0.8
3631	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.2
3632	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.0
3633	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	0.8
3634	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.2
3635	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.0
3636	6500	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	0.8
3637	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.2
3638	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.0
3639	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	0.8
3640	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.2
3641	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.0
3642	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	0.8
3643	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.2
3644	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.0
3645	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	0.8
3646	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.2
3647	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.0
3648	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	0.8
3649	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.2
3650	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.0
3651	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	0.8
3652	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.2
3653	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.0
3654	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	0.8
3655	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.2
3656	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.0
3657	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	0.8
3658	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.2
3659	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.0
3660	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	0.8
3661	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.2
3662	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.0
3663	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	0.8
3664	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.2
3665	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.0
3666	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	0.8
3667	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.2
3668	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.0
3669	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	0.8
3670	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.2
3671	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.0
3672	6500	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	0.8
3673	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.2
3674	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.0
3675	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	0.8
3676	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.2
3677	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.0
3678	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	0.8
3679	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.2
3680	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.0
3681	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	0.8
3682	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.2
3683	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.0
3684	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	0.8
3685	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.2
3686	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.0
3687	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	0.8
3688	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.2
3689	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.0
3690	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	0.8
3691	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.2
3692	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.0
3693	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	0.8
3694	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.2
3695	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.0
3696	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	0.8
3697	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.2
3698	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.0
3699	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	0.8
3700	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.2
3701	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.0
3702	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	0.8
3703	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.2
3704	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.0
3705	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	0.8
3706	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.2
3707	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.0
3708	6500	22.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	0.8
3709	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.2
3710	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.0
3711	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	0.8
3712	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.2
3713	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.0
3714	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	0.8
3715	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.2
3716	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.0
3717	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	0.8
3718	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.2
3719	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.0
3720	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	0.8
3721	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.2
3722	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.0
3723	6500	22.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	0.8
